producttype;code;baseProduct;ean;"""><img src=x onerror=alert(1)>";desc;summary;thumbnail;fullsize;media;style;size;swatchcodes;swatchcolors;price;surchargetype;surchargevalue
variant;300417110;96162;;Crammed SS kelly S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96162_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96162_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96162_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96162_1.jpg;kelly;S;green;#008000;24.26;ABSOLUTE;0.0
variant;300613261;122321;;Quad Tee SS black L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_1.jpg;black;L;black;#000000;24.26;ABSOLUTE;0.0
variant;300605326;118313;;Star SS white/black XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_17.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_17.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_17.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_17.jpg;white/black;XL;white,black;#FFFFFF,#000000;28.31;ABSOLUTE;0.0
variant;300605325;118313;;Star SS white/black S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_17.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_17.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_17.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_17.jpg;white/black;S;white,black;#FFFFFF,#000000;28.31;ABSOLUTE;0.0
variant;300605324;118313;;Star SS white/black M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_17.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_17.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_17.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_17.jpg;white/black;M;white,black;#FFFFFF,#000000;28.31;ABSOLUTE;0.0
variant;300605323;118313;;Star SS white/black L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_17.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_17.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_17.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_17.jpg;white/black;L;white,black;#FFFFFF,#000000;28.31;ABSOLUTE;0.0
variant;300756152;122059;;Eat, Sleep, Dream SS F black S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122059_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122059_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122059_4.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122059_4.jpg;black;S;black;#000000;28.31;ABSOLUTE;0.0
variant;300737429;122321;;Quad Tee SS black XXL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_1.jpg;black;XXL;black;#000000;24.26;ABSOLUTE;0.0
variant;300613263;122321;;Quad Tee SS black S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_1.jpg;black;S;black;#000000;24.26;ABSOLUTE;0.0
variant;300417115;96162;;Crammed SS bright white S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96162_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96162_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96162_4.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96162_4.jpg;bright white;S;white;#FFFFFF;24.26;ABSOLUTE;0.0
variant;300604613;117896;;Acid SS white S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117896_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117896_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117896_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117896_1.jpg;white;S;white;#FFFFFF;28.31;ABSOLUTE;0.0
variant;300605298;118313;;Star SS pacific blue/clearwater XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;pacific blue/clearwater;XS;blue;#0000FF;28.31;ABSOLUTE;0.0
variant;300605297;118313;;Star SS pacific blue/clearwater XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;pacific blue/clearwater;XL;blue;#0000FF;28.31;ABSOLUTE;0.0
variant;300756150;122059;;Eat, Sleep, Dream SS F black L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122059_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122059_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122059_4.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122059_4.jpg;black;L;black;#000000;28.31;ABSOLUTE;0.0
variant;300605296;118313;;Star SS pacific blue/clearwater S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;pacific blue/clearwater;S;blue;#0000FF;28.31;ABSOLUTE;0.0
variant;300605295;118313;;Star SS pacific blue/clearwater M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;pacific blue/clearwater;M;blue;#0000FF;28.31;ABSOLUTE;0.0
variant;300613271;122321;;Quad Tee SS light yellow S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_5.jpg;light yellow;S;yellow;#FFFF00;24.26;ABSOLUTE;0.0
variant;300605294;118313;;Star SS pacific blue/clearwater L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;pacific blue/clearwater;L;blue;#0000FF;28.31;ABSOLUTE;0.0
variant;300417116;96162;;Crammed SS bright white XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96162_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96162_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96162_4.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96162_4.jpg;bright white;XL;white;#FFFFFF;24.26;ABSOLUTE;0.0
variant;300605299;118313;;Star SS pacific blue/clearwater XXL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_3.jpg;pacific blue/clearwater;XXL;blue;#0000FF;28.31;ABSOLUTE;0.0
variant;300610762;121832;;Strybal Scoop Tee SS Women white L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/121832_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/121832_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/121832_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/121832_1.jpg;white;L;white;#FFFFFF;28.31;ABSOLUTE;0.0
variant;300605305;118313;;Star SS celtic green/blazing yell L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_11.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_11.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_11.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_11.jpg;celtic green/blazing yell;L;green;#008000;28.31;ABSOLUTE;0.0
variant;300610763;121832;;Strybal Scoop Tee SS Women white M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/121832_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/121832_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/121832_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/121832_1.jpg;white;M;white;#FFFFFF;28.31;ABSOLUTE;0.0
variant;300404092;94791;;Kompass Tee SS Women light green XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94791_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94791_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94791_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94791_1.jpg;light green;XS;green;#008000;20.21;ABSOLUTE;0.0
variant;300611881;122072;;Element Flat Cap black SM;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122072_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122072_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122072_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122072_1.jpg;black;SM;black;#000000;24.26;ABSOLUTE;0.0
variant;300717426;122811;;Her Logo SS Women true black XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;true black;XL;black;#000000;21.83;ABSOLUTE;0.0
variant;300717425;122811;;Her Logo SS Women true black S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;true black;S;black;#000000;21.83;ABSOLUTE;0.0
variant;300717424;122811;;Her Logo SS Women true black M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;true black;M;black;#000000;21.83;ABSOLUTE;0.0
variant;300717423;122811;;Her Logo SS Women true black L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;true black;L;black;#000000;21.83;ABSOLUTE;0.0
variant;300614710;122670;;Enterprize Cap black/red LXL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122670_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122670_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122670_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122670_2.jpg;black/red;LXL;red,black;#FF0000,#000000;28.31;ABSOLUTE;0.0
variant;300717445;122811;;Her Logo SS Women sunflower S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_5.jpg;sunflower;S;yellow;#FFFF00;21.83;ABSOLUTE;0.0
variant;300717444;122811;;Her Logo SS Women sunflower M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_5.jpg;sunflower;M;yellow;#FFFF00;21.83;ABSOLUTE;0.0
variant;300717427;122811;;Her Logo SS Women true black XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_3.jpg;true black;XS;black;#000000;21.83;ABSOLUTE;0.0
variant;300717443;122811;;Her Logo SS Women sunflower L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_5.jpg;sunflower;L;yellow;#FFFF00;21.83;ABSOLUTE;0.0
variant;300604623;117900;;Ginga Cap black SM;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117900_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117900_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117900_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117900_2.jpg;black;SM;black;#000000;28.31;ABSOLUTE;0.0
variant;300717432;122811;;Her Logo SS Women heather sweet leaf XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;heather sweet leaf;XS;green;#008000;21.83;ABSOLUTE;0.0
variant;300717430;122811;;Her Logo SS Women heather sweet leaf S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;heather sweet leaf;S;green;#008000;21.83;ABSOLUTE;0.0
variant;300717429;122811;;Her Logo SS Women heather sweet leaf M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;heather sweet leaf;M;green;#008000;21.83;ABSOLUTE;0.0
variant;300717428;122811;;Her Logo SS Women heather sweet leaf L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;heather sweet leaf;L;green;#008000;21.83;ABSOLUTE;0.0
variant;300615290;122811;;Her Logo SS Women heather peacock XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_7.jpg;heather peacock;XS;blue;#0000FF;21.83;ABSOLUTE;0.0
variant;300604627;117900;;Ginga Cap white SM;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117900_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117900_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117900_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117900_3.jpg;white;SM;white;#FFFFFF;28.31;ABSOLUTE;0.0
variant;300615289;122811;;Her Logo SS Women heather peacock XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_7.jpg;heather peacock;XL;blue;#0000FF;21.83;ABSOLUTE;0.0
variant;300611885;122072;;Element Flat Cap celtic SM;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122072_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122072_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122072_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122072_2.jpg;celtic;SM;green;#008000;24.26;ABSOLUTE;0.0
variant;300615288;122811;;Her Logo SS Women heather peacock S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_7.jpg;heather peacock;S;blue;#0000FF;21.83;ABSOLUTE;0.0
variant;35100;M18729_B;7,00053E+11;Slip On Vans Classic Slip On black/formula one checker 10.5;;The Ferrari in the slip on world in a cool Formula 1 checkered pattern. with waffle rubber sole for grip and Canvas upper.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M18729_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M18729_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M18729_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M18729_1.jpg;black/formula one checker;10.5 US;black;#000000;50.96;ABSOLUTE;4.25
variant;35099;M18729_B;7,00053E+11;Slip On Vans Classic Slip On black/formula one checker 10.0;;The Ferrari in the slip on world in a cool Formula 1 checkered pattern. with waffle rubber sole for grip and Canvas upper.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M18729_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M18729_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M18729_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M18729_1.jpg;black/formula one checker;10.0 US;black;#000000;50.96;ABSOLUTE;4.25
variant;300441363;100191;;Beacon Jacket lime XXL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/100191_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/100191_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/100191_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/100191_5.jpg;lime;XXL;green;#008000;101.21;ABSOLUTE;0.0
variant;300417310;96172;;Pennant SS royal S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96172_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96172_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96172_4.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96172_4.jpg;royal;S;blue;#0000FF;17.78;ABSOLUTE;0.0
variant;300417324;96172;;Pennant SS kelly M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96172_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96172_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96172_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96172_5.jpg;kelly;M;green;#008000;17.78;ABSOLUTE;0.0
variant;300398794;94415;;Adapt New Era blacktop 7 1/4;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94415_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94415_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94415_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94415_1.jpg;blacktop;7 1/4;grey;#808080;32.36;ABSOLUTE;0.0
variant;300417321;96172;;Pennant SS athletic heather XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96172_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96172_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96172_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96172_1.jpg;athletic heather;XL;grey;#808080;17.78;ABSOLUTE;0.0
variant;300147503;M25687;4,26013E+12;T-Shirt Men Playboard Skull SS white XL;;T shirt with playboard skull logo on chest;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M25687_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M25687_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M25687_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M25687_2.jpg;white;XL;white;#FFFFFF;26.68;ABSOLUTE;0.0
variant;300416129;96097;;Studded Belt true black XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_1.jpg;true black;XL;black;#000000;28.31;ABSOLUTE;0.0
variant;300416127;96097;;Studded Belt true black L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_1.jpg;true black;L;black;#000000;28.31;ABSOLUTE;0.0
variant;300650114;117204;;BT Contrast Cap black Uni;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117204_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117204_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117204_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117204_1.jpg;black;Uni;black;#000000;11.3;ABSOLUTE;0.0
variant;300416140;96097;;Studded Belt cardinal M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_2.jpg;cardinal;M;red;#FF0000;28.31;ABSOLUTE;0.0
variant;300416139;96097;;Studded Belt cardinal L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_2.jpg;cardinal;L;red;#FF0000;28.31;ABSOLUTE;0.0
variant;300147505;M25687;4,2602E+12;T-Shirt Men Playboard Skull SS white XXL;;T shirt with playboard skull logo on chest;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M25687_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M25687_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M25687_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M25687_2.jpg;white;XXL;white;#FFFFFF;26.68;ABSOLUTE;0.0
variant;300756252;122074;;El Moro Hat natural SM;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122074_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122074_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122074_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122074_1.jpg;natural;SM;yellow,brown;#FFFF00,#A52A2A;36.41;ABSOLUTE;0.0
variant;300639541;122074;;El Moro Hat all black SM;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122074_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122074_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122074_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122074_2.jpg;all black;SM;black;#000000;36.41;ABSOLUTE;0.0
variant;300639540;122074;;El Moro Hat all black LXL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122074_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122074_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122074_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122074_2.jpg;all black;LXL;black;#000000;36.41;ABSOLUTE;0.0
variant;300562200;116623;;SUP 9.0 Bonga Perkins uni 9.0;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/116623_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/116623_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/116623_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/116623_1.jpg;uni;9.0;;;485.96;ABSOLUTE;0.0
variant;300564385;117205;;BT Full Splatter Cap white Uni;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117205_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117205_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117205_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117205_1.jpg;white;Uni;white;#FFFFFF;11.3;ABSOLUTE;0.0
